symbol,name,price,irr,npv,eps_roc,eps_diluted,MOP,QA,MCap,PE,error_message,ROE
RYB,"RYB Education, Inc.",2.75,,-0.05780919882720195,-0.46468175603828066,-0.20465854776402803,-0.2569657749624026,0.5011958833565758,75862325.0,-6.241434795649044,,
MAIN,Main Street Capital Corporation,41.5,-0.06344186427925824,19.086210026112038,0.028786691054786095,0.20378783071514267,0.0,1.5302267606309028,2847356500.0,9.17484977638525,,
DQ,Daqo New Energy Corp.,53.82,-0.15148513380517026,10.579854414331981,0.23007922099356348,0.46568003872106595,0.2780557191956211,0.4860788005701515,3956501952.0,9.702390753481273,,
TYL,"Tyler Technologies, Inc.",482.51,-0.23373335807461215,49.43653118894118,0.16726064633041382,0.07742672514416558,0.1548596129718635,1.9725595762364938,19707348934.0,126.18049414949577,,
AVAL,Grupo Aval Acciones y Valores S.A.,5.71,549.8387056048574,39345.38548487124,0.20062488176314797,0.09571086201972433,0.0,0.2778785062499975,6361225774.08,7.60701369419106,,
FPL,First Trust New Opportunities MLP & Energy Fund,5.67,1.4423772314740795,9360.337186679484,-4.024212555700352,-0.4593650904434932,-0.0,,140425488.0,-1.938924671327689,,
MOV,"Movado Group, Inc.",33.65,,-1211.4922110420482,-3.2465529091042713,0.175674952966917,0.027235548393849094,2.734144794040933,555433630.0,10.503689810442571,,
GTS,Triple-S Management Corporation,34.78,,-15.105646090008648,-0.009337087675916456,0.09758812887726777,0.001342628829976356,5.472893501222777,827624880.0,8.364459843683683,,
JRO,Nuveen Floating Rate Income Opportunity Fund,9.93,,,,-0.94,-0.0,,402574116.0,,Array must not contain infs or NaNs,0.0
ARC,"ARC Document Solutions, Inc.",3.09,-0.9857395377762419,0.0029083086924320367,-0.9841849885905934,0.04798499618588275,0.04281317041320772,1.3019922095295553,133791129.0,17.648084244633452,,
KFY,Korn Ferry,74.53,-0.07901022212017395,26.643032780913963,0.1923696709261563,0.16591849068522316,0.1024843594260489,1.982657618622262,4062332180.0,17.864716732542817,,
GIB,CGI Inc.,91.94,-0.09271591779975108,33.5206113002533,0.07331270262304745,0.18468494811343147,0.15455263288780155,1.0560500023934407,20134492240.0,22.30756785686513,,
BCEI,"Bonanza Creek Energy, Inc.",45.93,,,,4.95,0.1507359347058554,1.1172869341066538,1416889977.0,24.898812986134594,Array must not contain infs or NaNs,0.03447563024682528
DFIN,"Donnelley Financial Solutions, Inc.",34.67,2.416914593784946,232760.51073511576,2.800437950313584,0.17946659530817946,0.003355704697986577,1.1050420168067228,1165147756.0,23.228210735586483,,
NNI,"Nelnet, Inc.",79.42,-0.06814851214633322,35.9458632877566,0.016559134607668557,0.19372136292342826,0.0,0.005680531880634299,2165203634.0,5.986564722322209,,
EVF,Eaton Vance Senior Income Trust,7.01,,,,-0.44,-0.0,,122929463.0,,Array must not contain infs or NaNs,0.0
NTG,"Tortoise Midstream Energy Fund, Inc.",28.94,,-3.4825642144322213,-1.6435512972696424,-2.423307039149404,-0.0,,163308130.6,-0.2546334307401033,,
RMAX,"RE/MAX Holdings, Inc.",31.45,0.14635411634908757,42.82930370251667,0.33310472530243557,0.035185547923998965,0.17259333611527777,1.4190114717045503,594121950.0,52.86231046511627,,
HRI,Herc Holdings Inc.,159.98,,-116850.556194937,-4.715891244601492,0.20434596798053847,0.11603884803233594,1.1192073170731707,4742799076.0,30.472380952380952,,
LDL,"Lydall, Inc.",61.98,-0.18660665808657728,12.611982893876691,0.008029254482541548,-0.002191711657955282,0.019563086274165916,1.4411205090897463,1117945656.0,-1901.0445026178008,,
PRLB,"Proto Labs, Inc.",71.58,0.10717817013029407,78.88947298782132,0.3307241949853633,0.05611635400785777,0.1377456002025806,4.599434870856051,1987139538.0,48.53736147862015,,
BIT,BlackRock Multi-Sector Income Trust,18.45,-0.3361845610852675,1.1469333782546642,-0.06129697800969969,-0.06810197130266821,0.0,,692945100.0,-15.832063731620911,,
MMI,"Marcus & Millichap, Inc.",39.79,0.09392033708908931,40.632445629152016,0.2412473996077386,0.1369138947678576,0.07478525776043163,3.5662292111671667,1574860347.0,20.821271684644255,,
CR,Crane Co.,93.12,0.484420181120812,713.6145477146649,0.6623522858226095,0.21997078365769757,0.10490653410058225,1.0746734809767178,5459811840.0,15.559897172236504,,
CEQP,Crestwood Equity Partners LP,27.16,-0.7594063597959927,0.28169626054876457,-0.6914446883388523,-0.05455535438521753,0.034161490683229816,0.8381962864721485,1708415604.0,-16.834245164690895,,
LNN,Lindsay Corporation,152.85,-0.2886990403976225,12.33263973325706,0.019033913991065965,0.16361751122759252,0.11418351267769417,2.3745593046535474,1667165520.0,32.408050814509544,,
CLNC,"Colony Credit Real Estate, Inc.",10.32,-0.5859371181308604,0.4709837577236877,-1.545111284014403,-0.08395991030351521,0.022648810295299387,7.58535001441409,1278155700.0,-8.301058043159333,,
GDV,The Gabelli Dividend & Income Trust,26.4,,,,2.5385492701363925,0.0,,2386808160.0,,Array must not contain infs or NaNs,0.0
PEN,"Penumbra, Inc.",278.73,-0.6073032927079478,0.5355602059384507,-0.1785714285714286,0.024577326025572013,-0.06948816228060783,3.7587792168560963,10196082765.0,640.255273964151,,
AGR,"Avangrid, Inc.",50.7,-0.10530615089885231,16.773824975416236,0.08323311165286484,0.04058838342690388,0.1375,1.145324209840339,19631293094.4,25.692036040729928,,
TKC,Turkcell Iletisim Hizmetleri A.S.,4.42,0.783422366132817,31.53748630131834,0.17843137254901964,0.22778915581051531,0.21034631359037112,1.7621439963919538,3859729569.2799997,6.47399371485138,,
VMO,Invesco Municipal Opportunity Trust,13.81,1.8178127776660244,24783.203752164667,2.588831490400166,0.14938941632773434,0.0,,930994189.76,6.79467682039997,,
CRK,"Comstock Resources, Inc.",9.08,,0.0,-0.6697048611111112,-0.2740052478508583,0.1899510018119425,0.4455017301038062,2114278000.0,-5.8633670118223495,,
NWN,Northwest Natural Holding Company,46.26,,-1.8636321020926911,-2.047764891400737,0.1032344643673462,0.19174748183678245,0.44739532087458916,1418919102.0,15.264684917355373,,
TSQ,"Townsquare Media, Inc.",13.09,,-60.21887023706807,0.37242792587323903,0.12769728571134148,0.10748967248167438,2.3464170569986007,159389076.0,27.18900322788896,,
CODI,Compass Diversified,27.61,,-0.01846382353944668,-0.9540998217468806,0.026626166240013415,0.06076089999916707,1.1706021071204384,1791889000.0,56.14390901115428,,
IGR,CBRE Clarion Global Real Estate Income Fund,8.69,,,,-0.1524940407568412,-0.0,,1013167100.0,,Array must not contain infs or NaNs,0.0
SAM,"The Boston Beer Company, Inc.",514.59,-0.2280501463553235,65.53749935561744,0.07227469638120027,0.23904084790826094,0.13187454672799034,1.0880415383370017,5250773442.0,26.519159076129142,,
DSX,Diana Shipping Inc.,5.24,0.011185967670940045,3.2913869270600324,0.2672190192046413,-0.045038227911957954,-0.04239010681482092,2.024078975141665,479643400.0,-22.54795916898379,,
IIPR,"Innovative Industrial Properties, Inc.",244.88,,,,6.232685404611561,0.596573022173556,1.7695980675785747,5859562104.0,61.0561690592189,Array must not contain infs or NaNs,0.06576394023562769
CNMD,CONMED Corporation,129.77,0.5425146476123011,1854.6998907604814,1.2416800986062386,0.0756608092660035,0.05334746347362599,1.1660611668708367,3784469533.0000005,69.81069911340968,,
HEQ,John Hancock Hedged Equity & Income Fund,12.94,,,,-0.7564022528868518,-0.0,,158175972.0,,Array must not contain infs or NaNs,0.0
BPMP,BP Midstream Partners LP,13.14,2.1753786987102406,36868.84310132453,2.2635355512067843,0.65807962529274,0.6625290923196276,11.014925373134329,1377006300.0,8.167686832740214,,
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,13.6,,,,-54.84,-0.0,,67047184.0,,Array must not contain infs or NaNs,0.0
UNF,UniFirst Corporation,220.59,0.20619077205372593,426.47235782872224,0.4647515666807869,0.08270595842078876,0.09573934448127909,4.107955410859797,3362431311.0,22.702623395920572,,
EMO,ClearBridge Energy Midstream Opportunity Fund Inc,21.43,3.8215928471820204,3469122.240367733,4.741733846452152,-1.2462867510404478,-0.0,,285171153.0,-0.6802035054514878,,
NEP,"NextEra Energy Partners, LP",78.3,,-47.9994373513182,-2.5635162601626016,0.04101634888605197,0.27589967284623773,1.1142857142857143,5999299020.0,23.99313253012048,,
CNA,CNA Financial Corporation,41.69,-0.10384174154388937,15.970699618672999,-0.026565356102021542,0.10346569667576033,0.9059605127725273,0.1474313863476425,11312706236.48,8.855867968750001,,
CRY,"CryoLife, Inc.",23.22,-0.8563786450312337,0.020178726325701814,-1.2755492927683398,-0.03715246341667697,0.009639572399467672,2.671677581530727,912692286.0,-77.65857609069047,,
SSD,"Simpson Manufacturing Co., Inc.",108.82,-0.03668202071833293,50.56178744449341,0.23933909228026873,0.21722134460769146,0.19877124007744815,2.4188116107821767,4727108154.0,21.52659977683146,,
AMBC,"Ambac Financial Group, Inc.",14.18,,-4359.364506501473,-3.46442459493145,-0.12033476589007013,-2.801282051282051,0.05392699115044248,655352806.0,-4.965843783007519,,
TSLX,"Sixth Street Specialty Lending, Inc.",22.21,-0.1503730173890082,7.15524736085805,-0.10261675170834472,0.2125297133930997,0.0,1.169394955050257e-05,1617712079.8400002,6.437085202741838,,
TNC,Tennant Company,73.36,,-5033.829060684075,-3.7229323308270676,0.12071463061323032,0.06293706293706294,1.4409448818897639,1369579848.0,27.2125633472,,
UGP,Ultrapar Participações S.A.,2.94,,-2.7827218714547346,-0.539108043571356,0.08057132432428174,0.021367324633287225,1.4763672483922188,3199190400.0,22.776606396838776,,
CO,Global Cord Blood Corporation,4.61,0.7755336175589356,32.47067509929216,0.17808948188853457,0.1182064235863081,0.46986174145574616,9.982750942185488,560350110.0,7.181259516501712,,
TDY,Teledyne Technologies Incorporated,433.49,-0.021335325192773147,216.85229160519845,0.3000156790297127,0.08883472458040738,0.15556347611949972,1.8074648442633723,20203495034.0,49.076518380394255,,
SFE,"Safeguard Scientifics, Inc.",8.68,,-530.8853451823269,1.0783832917600302,0.07644501383342646,-inf,4.6291066282420745,180576984.0,32.27492957746479,,
TRTX,"TPG RE Finance Trust, Inc.",12.84,0.28851720631624533,31.240893465473963,0.24305908624178807,0.08001671474200026,-0.0,225.9901269393512,989273208.0,8.411737973454192,,
SRI,"Stoneridge, Inc.",20.33,-0.1506423755673657,6.762100991661611,-0.12140742224893708,0.10427599913051579,-0.011827050984095826,1.67147787028922,552235988.0,18.254755145258418,,
MEI,"Methode Electronics, Inc.",42.73,-0.026247080461174632,23.125245844765043,0.10199509718516597,0.14516979979451863,0.11755514705882353,2.4687920969914683,1631042556.9999998,12.403629091354246,,
USPH,"U.S. Physical Therapy, Inc.",115.9,-0.3736752674793439,5.289744428739249,-0.09125554323725049,0.16155832806801732,0.1558364797420142,0.9373636246951611,1495909710.0,33.56170575692964,,
JOE,The St. Joe Company,42.03,0.6122125062178652,846.630976761891,1.3095238095238095,0.09653395889441856,0.2932639905328392,3.728657668432143,2474831475.0,45.03218033134997,,
TARO,Taro Pharmaceutical Industries Ltd.,63.99,-0.07184460917724012,31.283323990256303,-0.07487352622012822,-0.2255435329473875,0.26440242636209627,1.9082376042620075,2426884740.0,-6.299716226487315,,
HIX,Western Asset High Income Fund II Inc.,7.24,,,,1.3965140378967527,0.0,,425637428.0,,Array must not contain infs or NaNs,0.0
TRTN,Triton International Limited,51.63,,-621047201.3178741,-9.893645009847235,0.14700131887756457,0.43308719963664727,2.5348347804272993,3479531568.0,8.927145812349888,,
PARR,"Par Pacific Holdings, Inc.",15.38,,-0.2554568692039254,-1.458619242620063,-1.1842611707570994,-0.07410804289458442,0.2351413483862157,926303564.0,-2.876935287704727,,
ASA,ASA Gold and Precious Metals Limited,19.14,9.628321036041504,22990902039.91481,-15.04513888888889,0.3163096655514322,0.0,,369208686.0,2.8124727378763783,,
NNA,Navios Maritime Acquisition Corporation,3.78,-0.9508384733502699,0.2694476355989642,-1.0361227515228595,-0.029330574120519922,0.3130882751675253,0.16563050653959746,67042080.0,-6.5662679813374805,,
REX,REX American Resources Corporation,81.77,-0.08953702413686049,32.29877929390397,0.020841932188022272,0.06529433849144793,-0.010191875466010095,7.185802127728796,488243763.79999995,17.526724789616317,,
EXTN,Exterran Corporation,4.61,-0.6924615627664998,0.25184882757909155,-0.712031144724475,-0.4150746569922494,-0.010737920043845555,1.1634104248285102,148865659.0,-1.3115992598011792,,
AWP,Aberdeen Global Premier Properties Fund,6.38,,,,-1.57,-0.0,,544903040.0,,Array must not contain infs or NaNs,0.0
FPI,Farmland Partners Inc.,12.77,,0.0,-1.0,0.013851009302473962,0.44072678490402256,2.4146035518584537,419110123.0,64.13276870858252,,
GLOB,Globant S.A.,324.04,-0.24347817733092592,26.752881683830598,0.25004095473461946,0.07582403129742786,0.10699032966115123,2.6046734425910616,13406798556.0,180.75973789267917,,
BNED,"Barnes & Noble Education, Inc.",10.59,14.915565648082884,497190023180.2585,-24.508564333470822,-0.40392756313269174,-0.0966503706699956,0.5121942718024892,546309507.0,-4.209958681196468,,
CPF,Central Pacific Financial Corp.,25.19,0.11778422191346727,28.928309759438655,0.1900154798761609,0.10205133576256077,0.1864096409393482,inf,710834091.0,12.72266600157757,,
DSL,DoubleLine Income Solutions Fund,17.68,-0.4841643472082774,0.7048302094053377,-0.33748688886534617,0.006972017887030552,-0.0,,1803306960.0,152.25227124711563,,
PBFX,PBF Logistics LP,12.27,0.04999669932187922,10.418428897247953,-0.027099417548162752,1.0667761044893298,0.5217082344450459,2.3579974021830776,767066412.0,5.154179219621854,,
RCUS,"Arcus Biosciences, Inc.",35.97,-0.04726907409353687,16.573490050986795,0.1447219479247831,-0.3429850444676447,-1.6026807022975604,6.041686871758624,2568042180.0,-12.632498127284812,,
AMRC,"Ameresco, Inc.",62.49,0.47555427482936574,611.8577940010146,1.0925417221809712,0.12252157892589385,0.07105664672688963,1.2585324343443045,2086447365.0,46.93953524116226,,
SD,"SandRidge Energy, Inc.",11.57,-0.8811496581720601,0.038751422531660536,-1.1909121556540165,0.015968690413776753,-0.17516699137211245,0.7377208647298809,423332416.0,176.21627770807194,,
THG,"The Hanover Insurance Group, Inc.",133.1,0.5175150048203225,1151.1697134372496,0.6583784820655798,0.16075808249721293,0.0,1.6636259977194983,4752162470.0,9.467584703784427,,
NOAH,Noah Holdings Limited,36.93,0.4600374429249443,121.69289472923982,0.09050732674080697,-0.0727672615920256,0.3806842828388427,3.7172321126045116,2256005691.0,-30.675608086612577,,
IDA,"IDACORP, Inc.",103.59,-0.09783397865409282,36.69216025098215,0.06840078512828096,0.09852665294647625,0.22036692778492206,2.0080606180734497,5232993876.0,20.608298649328596,,
MED,"Medifast, Inc.",203.68,0.35551773841015355,961.0608096344924,0.7746774377711807,0.9026033231359847,0.14350981235331745,1.6248046699595868,2389166400.0,15.908841054541346,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,10.95,4.878097971690579,60489015.76066961,-10.566844460065848,0.17284204146740864,0.0,,701122160.0,6.433571569077377,,
NSL,Nuveen Senior Income Fund,5.9,,,,-0.64,-0.0,,227807850.0,,Array must not contain infs or NaNs,0.0
WMK,"Weis Markets, Inc.",52.45,-0.25120188740816507,8.467249994013267,-0.1166366904644745,0.09374888601740934,0.03967756658134353,1.0315044084223537,1410821080.0,13.005017701851905,,
IDT,IDT Corporation,44.44,-0.7542900965074523,0.10397381321857646,-0.5873181394486813,0.8652736296676476,0.016362392059855742,0.991572013420753,1074865836.0,14.318477478955538,,
TNP,Tsakos Energy Navigation Limited,8.7,4.821186815588904,33372188.792535875,-7.268433539164839,0.016708376115974314,0.20480334091455984,0.7843707465186891,158303460.0,6.743990113323889,,
NGS,"Natural Gas Services Group, Inc.",9.33,-0.09920877334764833,2.3048266384270777,0.5302070991988599,-0.01893388781342688,-0.04860774373668356,4.860694227050916,124507917.0,-26.128320353609766,,
AGS,"PlayAGS, Inc.",8.0,,-0.38004335655023275,-0.5815400434348086,-0.7620037077457573,-0.24454064799679057,3.085238794489896,293408000.0,-7.331348660345733,,
GPRK,GeoPark Limited,10.98,,-1.4170419886933787,-2.1411588000920743,1.5819414192448136,0.1550755412860815,1.415064884875112,670627656.0,-4.9682529205993005,,
FOR,Forestar Group Inc.,19.01,-0.7183994243920315,0.48108710888184053,-0.6866602806545612,0.09834818517713541,0.07769907705516205,3.3640939597315436,941510171.0000001,10.376729281767956,,
PPT,Putnam Premier Income Trust,4.57,,,,-0.23,-0.0,,467108840.0,,Array must not contain infs or NaNs,0.0
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",22.37,,-0.07669348707305487,-0.3774237919561996,-0.8847404411768144,-0.15729570751394734,0.673632771231449,2581609850.0,-114.04026451801957,,
CIR,"CIRCOR International, Inc.",33.41,-0.4262850267296098,0.9326205205325965,-1.8288278055429352,-0.47215822312875544,0.02771732031849119,1.679748413966778,676642706.9999999,-7.1041023754467085,,
THR,"Thermon Group Holdings, Inc.",17.51,0.12801431837534527,21.704439994290524,0.3541059076971924,0.021613230481657912,0.0653013784438466,2.727912565804532,583632814.0,71.74808033017125,,
RNR,RenaissanceRe Holdings Ltd.,140.39,,-2.3646116193091027,-1.7326303572215926,0.059171993364655506,0.0,,6613127105.999999,15.628309122133079,,
CHE,Chemed Corporation,468.39,0.18266049385620553,809.6148509330819,0.5075535365685329,0.34651394268739155,0.18985056138658568,1.0775639568316462,7368477285.0,24.437188723648298,,
DHX,"DHI Group, Inc.",4.58,,-0.45463648634969933,-2.2910958410737186,-0.41495638864633105,0.06736656000233784,0.5121205169381357,230098284.0,-4.09139274027276,,
MUC,"BlackRock MuniHoldings California Quality Fund, Inc.",15.84,,,,0.93,0.0,,649479600.0,,Array must not contain infs or NaNs,0.0
NSP,"Insperity, Inc.",111.21,0.1516584070321001,159.8372711238939,0.45359310124560803,1.8132751539623164,0.045413766817105836,1.1904513528207894,4292995145.9999995,38.53555813953488,,
BBN,BlackRock Taxable Municipal Bond Trust,26.49,47.54935510475058,3709061169214088.0,56.50121317704377,0.16816160587214876,0.0,,1544488854.0,6.25142909709711,,
NZF,Nuveen Municipal Credit Income Fund,17.07,,-0.011214387932385245,-0.91343882853094,0.053361889561053075,0.0,,2426090820.0,19.893498129784803,,
CBU,"Community Bank System, Inc.",67.25,0.02449256698384472,47.01001778849255,0.19018486038030014,0.09232879480244956,0.0,498.2758098698153,3625992225.0,19.058198501483524,,
NX,Quanex Building Products Corporation,21.7,,-392482.75210198364,-5.8090909090909095,0.15185341402246352,0.06562796143137464,1.1219671375921376,727423060.0,12.430715733076896,,
EARN,Ellington Residential Mortgage REIT,11.78,-0.9161413575845316,0.086063087472698,-1.1181564475088237,0.06792353554789429,0.0,inf,152179930.0,13.191227447306792,,
PFSI,"PennyMac Financial Services, Inc.",62.65,-0.13563489264281303,17.959280821722505,0.030031237435437508,0.468806460373949,0.5733648835798919,10.361519123909106,3887795870.0,2.6308782768802486,,
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,9.49,,-19674320.956065807,-7.280150615620252,-1.7248840328512738,-0.0,,23033100.799999997,-2.2187629303506973,,
AQN,Algonquin Power & Utilities Corp.,15.12,-0.17448880962091207,3.105632718916468,0.057317259115959196,0.1188309693464231,0.20485039873397343,0.5866201540486183,9363256197.119999,13.70902839674547,,
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.0,-0.4959331447391042,0.33486597220919756,-1.6582208966529377,-0.1783227883549342,-0.0,,396552600.0,-4.860489783911652,,
FEI,First Trust MLP and Energy Income Fund,7.18,0.10254192926962724,7.944589538141821,-2.475388396805326,-0.4884789469465248,-0.0,,324743502.0,-1.7974115061885476,,
GPX,GP Strategies Corporation,20.7,-0.44533501882505555,1.051312341948247,-0.29794836149501497,0.059211339661617374,0.015594780884662455,1.8364135529663854,363303630.0,27.429739579378936,,
MCA,"BlackRock MuniYield California Quality Fund, Inc.",15.99,,,,0.86,0.0,,550147143.0,,Array must not contain infs or NaNs,0.0
VOC,VOC Energy Trust,4.54,0.7027455576392305,63.75447394968157,0.584798351100052,0.127434458590373,0.7640484540553195,inf,77180000.0,31.31034482758621,,
SRV,The Cushing MLP & Infrastructure Total Return Fund,31.29,,-0.4990759370578179,-1.511916978066243,-0.5318554817024992,-0.0,,68318273.1,-1.975103386208388,,
ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,31.79,,,,0.459,0.0,,498505348.0,,Array must not contain infs or NaNs,0.0
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",189.84,1.3056912554018942,2889.7907634830185,0.2312378001947092,0.06932584996327967,0.2595046183558287,2.7885097215953096,5695200000.0,42.291453515678214,,
PSB,"PS Business Parks, Inc.",157.42,0.3915058476928881,825.3490061750997,0.6688304943913587,0.09618277693665538,0.43132839135466516,1.3085968439651496,4335756092.0,24.080733546325877,,
MN,"Manning & Napier, Inc.",9.17,-0.513930120709462,0.30014482472331033,-0.36736606452295306,0.23554960004267886,0.10872679755026214,2.1882016820248684,169608320.0,8.286115110578203,,
AFI,"Armstrong Flooring, Inc.",3.16,-0.6257067860079477,1.351106383206706,-1.2993944099378885,-0.15329543061697198,-0.1055061559507524,0.7158067158067158,68527444.0,-1.904807545054945,,
ICD,"Independence Contract Drilling, Inc.",2.95,,-22.240492888037014,-0.19426305970149255,-0.36029018339380503,-0.4717447073773047,1.17706847360913,21369623.0,-0.22199145940978024,,
CW,Curtiss-Wright Corporation,125.05,0.056985073797755526,104.4750134693974,0.22191991886567985,0.1308705509156198,0.1478612792179769,1.0759745155649778,5112544200.0,21.363817904714185,,
ALE,"ALLETE, Inc.",59.44,-0.08236543675913643,24.095515480433342,0.03809523809523818,0.06127619099880191,0.12907364639466257,0.3931679721496954,3106815864.0,18.52398805970149,,
Y,Alleghany Corporation,630.72,-0.8058418231767577,1.1021012651627973,-0.6772508085008085,0.08033947137213736,0.0,0.0445718315454392,8748212544.0,12.731941067772178,,
HZN,Horizon Global Corporation,7.38,,-59669468821853.234,28.177489177489175,0.733628223109289,-0.010314111579934365,0.809106640709496,201375108.0,-11.73101010352941,,
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",57.59,,-99.43604866689623,-2.1705844580610023,0.10211937934868676,0.13901369713803338,1.463718053448477,12098680430.720001,20.638587395900355,,
PHI,PLDT Inc.,33.52,2.75503279486938,631.2920884048575,0.04196677397941334,0.2168194707816496,0.2569390731696537,0.3903445304560802,7240320000.000001,14.162247195557539,,
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,23.78,,,,-24.3,-0.0,,169256528.0,,Array must not contain infs or NaNs,0.0
MFL,BlackRock MuniHoldings Investment Quality Fund,14.73,,-0.011671929360428077,-0.783970266314755,0.1276996889901361,0.0,,558211026.0,6.1961288988793575,,
ORA,"Ormat Technologies, Inc.",68.1,-0.07396991988993351,25.620394209634583,0.1738174670617254,0.038813384057712196,0.27400892049530584,2.9915221177009976,3813422939.9999995,57.051111011357,,
ESTE,"Earthstone Energy, Inc.",8.66,,-5.691697016912753,-2.3274965001048518,-0.03369907386420168,-0.13628972551081836,0.6258874833315313,437276308.0,-13.352412225017472,,
VKQ,Invesco Municipal Trust,13.72,3.256333378056814,851836.9805715024,4.3485068363886175,0.15367160348419773,0.0,,758993144.0,6.552339788752152,,
WMC,Western Asset Mortgage Capital Corporation,2.54,,-7.166502530221141,-2.5136881208107886,0.1569213441114635,1.1332771215901474,0.012910126116001239,154464258.0,4.021906066227237,,
LEJU,Leju Holdings Limited,1.11,,-12778853.895679029,7.542016806722687,0.08873133156462858,0.03352000423867945,1.649491154952432,151843560.0,6.356114234131626,,
NCZ,Virtus AllianzGI Convertible & Income Fund II,5.37,,-0.0033313944985485576,-0.9504820544017794,0.08484740562609125,0.0,,408741846.0,12.340923123486682,,
UTF,"Cohen & Steers Infrastructure Fund, Inc",27.68,,,,-1.3723994313320174,-0.0,,2594061537.28,,Array must not contain infs or NaNs,0.0
GHY,"PGIM Global High Yield Fund, Inc",15.67,-0.18995932977194696,3.348191879792928,-0.03097685311128734,0.07575483257427189,0.0,0.0,641277513.0,12.687690207861156,,
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",117.06,1.2198509703255374,1726.6227706867382,0.24845366163506588,0.14205522838088194,0.32191715193850723,3.2010544067418185,6050292820.6292,40.158857898648364,,
AZZ,AZZ Inc.,51.98,-0.22672387865423982,8.94524980042329,-0.0636952800195647,0.05838156324985435,0.09728375989519822,1.849626701800615,1303221768.0,35.45515588480676,,
SJT,San Juan Basin Royalty Trust,5.0,0.5241951254060393,43.19273919534601,0.6343188214962423,3.3880491472219063,0.8380829988041978,4.4907912925702,233044000.0,13.602667067159453,,
DX,"Dynex Capital, Inc.",17.47,,-0.07009093526423246,-0.7536232059090906,0.22811464838608897,-5.293814200644073e-06,inf,604313505.0,3.59582186859876,,
IO,ION Geophysical Corporation,1.3,,-95.4889303406907,0.24290031248926902,0.9175394556223788,-0.0850954562498981,0.28267186815811474,38528750.0,-0.5630066785690669,,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A",16.78,-0.6097039147886301,0.2700488809895421,-0.46440448859613365,0.056242985966607636,0.0,0.29774033763936025,522821172.00000006,11.456968580528537,,
EFC,Ellington Financial Inc.,18.66,2.5816780203880776,162896.85880308005,2.802083333333333,0.2032733269435091,0.05825894999520107,inf,935278386.0,4.353948685447511,,
ACP,Aberdeen Income Credit Strategies Fund,11.16,,,,-0.32625702297699755,-0.0,,194593572.0,,Array must not contain infs or NaNs,0.0
ICL,ICL Group Ltd,7.28,-0.7799081562532121,0.2340816497800847,-0.7879062921654485,0.0951059079114115,0.04005552250644458,0.7308222324299495,9348612116.48,23.68729076142132,,
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",3.85,,,,-3.8498837955890934,-0.0,,102019720.0,,Array must not contain infs or NaNs,0.0
NHF,NexPoint Strategic Opportunities Fund,13.98,-0.4622580121678469,1.5255955009417361,-0.46408971435023294,-0.05386309272167306,-0.0,,517156548.0,-13.758345617158712,,
PHD,"Pioneer Floating Rate Fund, Inc.",11.29,,,,0.07624914504623422,0.0,,139660687.0,,Array must not contain infs or NaNs,0.0
SMHI,SEACOR Marine Holdings Inc.,4.62,,-37.86487050654537,0.11730899257902061,-0.004889880982031563,-0.38107827999746186,1.3514005644745228,112639296.0,-56.33335208053691,,
HNI,HNI Corporation,36.88,-0.0762392406302973,15.42929214854579,0.044754667053354624,0.14181760857701192,0.05124010222142896,0.8152646300463752,1618117376.0,18.84091166894234,,
NEU,NewMarket Corporation,336.84,-0.08592174456740431,135.63992580213903,0.023894040023834107,0.36188315624189643,0.15505355479626104,1.5907794722440032,3681021203.9999995,12.913649197093639,,
FSS,Federal Signal Corporation,39.62,0.22897733668798703,86.46286464398904,0.47741370010787487,0.1451097453906936,0.11920764060841882,1.4858490566037736,2422041916.0,23.357773475314616,,
HCI,"HCI Group, Inc.",112.19,,-50.92764580738324,-2.6270763321442967,0.12509847284898837,0.9536598852910162,0.006457023060796646,948447528.6,32.273600642152736,,
NXRT,"NexPoint Residential Trust, Inc.",63.11,,-1.208063818996078,0.21241641216204776,0.03698076342473386,0.06623046875,0.3299883842546403,1587210189.0,105.3090003982477,,
ISD,"PGIM High Yield Bond Fund, Inc",16.38,,,,3.4922502813270557,0.0,,544744746.0,,Array must not contain infs or NaNs,0.0
NVG,Nuveen AMT-Free Municipal Credit Income Fund,17.57,,-0.012292588040391286,-0.8371794871794872,0.060133979313870156,0.0,,3748928610.56,16.842556653219205,,
PHT,"Pioneer High Income Fund, Inc.",9.88,-0.7940721382151399,0.06191831906938466,-0.721016561473507,-0.21040974674419782,0.0,,289470168.0,-5.288616890912461,,
